Rating,Review,Timestamp
5,Sami Ggj Hhujk Hhhm,2024-11-15 18:34:00
5,I love TkiTok,2024-11-15 18:30:59
5,Why dismiss,2024-11-15 18:29:01
3,Since from the latest updates it's hanged and not opening. I don't want to uninstall and reinstall again due to having drafts and I did lots of struggle for making drafts. I am worried due to this why this problem is occurring. Now it's November and again I am facing the same issue. Last time I lost my drafts and now it's again.,2024-11-15 18:28:16
5,I want to unblock Roxanne how do I do it,2024-11-15 18:27:12
5,Midassir 1234,2024-11-15 18:26:24
1,Mera accounts main views purple Hy please help me TikTok ID dramashort338,2024-11-15 18:23:07
1,tik tok team viral video,2024-11-15 18:22:18
2,Bad app,2024-11-15 18:20:51
2,Bad app,2024-11-15 18:19:57
5,Good,2024-11-15 18:19:49
5,গুড,2024-11-15 18:19:46
5,Kelly video every where,2024-11-15 18:18:39
2,Just won't open to links sent. Opens every other useless time draining link. Lol. I just wanna watch dumb things my friends send. But noooo,2024-11-15 18:17:27
5,😊😊😊,2024-11-15 18:17:12
5,All mad er Group,2024-11-15 18:17:06
4,Good,2024-11-15 18:15:35
1,❤️❤️🌹,2024-11-15 18:14:37
3,Good,2024-11-15 18:14:20
1,Let's face it tik tok is paid off by pedophiles and The klan. Anyone that says anything different doesn't know how this app works. I'll be glad to see it go,2024-11-15 18:13:48
5,Gooooooood,2024-11-15 18:10:46
5,Foru,2024-11-15 18:10:25
5,Enjoy apps,2024-11-15 18:10:11
5,♥️Pirashanth ♥️Thaventhini ♥️peniksha ♥️🥰🧚‍♂️🧚🥰,2024-11-15 18:10:10
5,My it 1,2024-11-15 18:08:12
5,Nice,2024-11-15 18:07:43
3,I have been working hard on tiktok for quite some time and have been posting very good vedios Please check my account and unfreeze thanks user name (shahzadjaved014) Email (shahzadjaved3016z),2024-11-15 18:06:34
5,Mss Rojina 666o,2024-11-15 18:06:21
5,It don't make me think,2024-11-15 18:06:18
3,I love this app a lot,2024-11-15 18:05:26
5,👍,2024-11-15 18:05:13
5,Good,2024-11-15 18:03:33
5,I have no word to express,2024-11-15 18:02:28
5,Plz viral my account,2024-11-15 18:02:09
5,Good 9$&,2024-11-15 18:01:42
5,I also like this,2024-11-15 18:01:04
5,This is a great app,2024-11-15 18:00:19
5,Good app,2024-11-15 17:58:21
5,Nice two m,2024-11-15 17:57:57
5,My tik tok is No on please on my tik tok,2024-11-15 17:57:32
5,I love it,2024-11-15 17:56:23
5,Miya g,2024-11-15 17:52:21
5,Nice 👍,2024-11-15 17:52:14
5,Supar cool,2024-11-15 17:51:28
5,Ahcnbvjbvjfcnfhjr fggxtirz to sahi Kahan paise Gaye to fir gairon mein rahti to sahi Kahan paise Gaye kahan per hai sir G please 🥺 to do it for me 🤙 please call me 🙏 V's my way home now but I think it's just the one that I am faib my way home now but I think 🤔 to do it for me to do it for me to do it for me to do it for me to do it for my birthday is on my list for tomorrow I think 🤔💬 to do for dinner to do for dinner to do 😭 do it for my birthday 🎂🎈 to do for dinner 🍽️ to sahi KAHA me,2024-11-15 17:51:27
2,Pls you install Tik Tok,2024-11-15 17:51:23
5,..❤️,2024-11-15 17:51:14
3,Halp tiktok like piz 100k piz video Unfreeze kar do,2024-11-15 17:50:34
5,I love it,2024-11-15 17:46:55
4,mara TikTok update Karna wala ha request receive nhi hoti or followers or like or comments be Kam hai,2024-11-15 17:46:34
5,That offline video thing is kinda cool,2024-11-15 17:46:02
5,Location tiktok pa do,2024-11-15 17:45:42
5,খুব ভালো একটি এপ,2024-11-15 17:44:37
1,Reports me id logoout me personal video Awami League’s video asa na,2024-11-15 17:44:04
5,Join the meeting on channel 30185. Programmed for 30 minutes talk,2024-11-15 17:42:57
1,SadarDeenSanoom,2024-11-15 17:42:08
3,Nice One,2024-11-15 17:41:57
5,Nice🥰🥰,2024-11-15 17:41:53
5,Sahmim,2024-11-15 17:41:49
4,M.Hason Vai,2024-11-15 17:40:47
1,Nice,2024-11-15 17:40:24
5,It is slow to downlaoad,2024-11-15 17:39:40
5,Tik tok,2024-11-15 17:38:47
1,1 year,2024-11-15 17:38:26
5,Dish washing,2024-11-15 17:36:33
1,"Ever since they updated the app I've been experiencing weird bugs, when I double tap a video to like it the heart stays on the screen and will cover other videos, the comments won't open, the activity won't load and I can't react to messages. I've tried restarting my phone, thinking that was the issue, and it's only gotten worse. I closed the app while it wasn't working, and then 10 seconds after I closed it, it played the audio of a video even tho the app was closed. I wouldn't recommend tbh.",2024-11-15 17:35:15
4,For you please 🙏🙏🙏 please 🙏🙏🙏 please 🙏🙏,2024-11-15 17:35:03
5,It is very good for person to watch videos,2024-11-15 17:34:32
2,Too many ads,2024-11-15 17:34:17
5,I like Tiktok beacouse it's a most popular platform,2024-11-15 17:32:56
5,My favourite app,2024-11-15 17:32:02
5,Nah,2024-11-15 17:31:11
5,Sahlom,2024-11-15 17:30:42
5,Please tik tok team unbanned karak king account 😭😭,2024-11-15 17:27:01
5,So fantastic,2024-11-15 17:26:12
5,King,2024-11-15 17:24:33
5,New update please,2024-11-15 17:24:27
5,TikTokpizlD,2024-11-15 17:24:17
5,Viral video 📸,2024-11-15 17:23:38
1,"Why i can't watch video shared to me through link, it brings me here to download even i downloaded the app already",2024-11-15 17:23:15
5,"Lee-,Juane Swarts Luck . ....... ......",2024-11-15 17:23:14
1,Nice,2024-11-15 17:22:14
1,Stole my data,2024-11-15 17:22:14
2,Not experience,2024-11-15 17:22:07
1,Fltar,2024-11-15 17:20:15
5,Aacharya Malala,2024-11-15 17:19:51
1,"I can't see the comments, they hide in the bottom",2024-11-15 17:17:36
5,the best team is remalakapano,2024-11-15 17:17:36
5,Sarmin AKTER,2024-11-15 17:17:28
5,For you viral,2024-11-15 17:17:09
5,Live option not showing please available to my live option without,2024-11-15 17:16:57
1,Good,2024-11-15 17:16:50
5,VpAN,2024-11-15 17:16:33
2,Nice app,2024-11-15 17:16:02
5,Fahima,2024-11-15 17:13:59
5,Good morning,2024-11-15 17:12:14
1,I have to keep reinstalling after it shuts down. I'm using a tablet android and if I close the app and restart it's starts doing automatic close so I have to reinstall the app so it doesn't close.,2024-11-15 17:11:56
5,Nice,2024-11-15 17:11:52
1,Very ɓad aps,2024-11-15 17:10:30
2,How to get more views,2024-11-15 17:09:45
5,This the best best best better test sotti sotti best bestter best kharap app,2024-11-15 17:09:41
5,Wow,2024-11-15 17:08:59
5,Good,2024-11-15 17:07:32
5,This app is soo good,2024-11-15 17:07:17
5,Nice aap,2024-11-15 17:07:13
5,Soooo useful to TikTok to get money only UK account you go to TikTok thanks,2024-11-15 17:06:53
3,It's not bad but not so good it's not for child. It shows bad things tooo.......😏😏😐,2024-11-15 17:05:29
2,Hello Tik Tok Team I have been working hard on Tik Tok for quite some time and have been posting very good videos. Please check my account and unfreeze thanks Tiktok Username (fansofdunyapur3 ),2024-11-15 17:04:55
5,Dear tiktok team unfreeze my tiktok account please @realcheetawazir 🥺 please love you 💝😙,2024-11-15 17:03:24
4,Tktok is only one application for Entertainment,2024-11-15 17:03:00
1,የተሻለ የሶሻል ሚዲያ መጠቀሚያ ነው ለኔ አውርዳችሁ ተጠቀሙበት,2024-11-15 17:01:45
1,Himy,2024-11-15 17:01:40
5,TikTok account veirael,2024-11-15 17:01:34
5,Redme note 13 pro max,2024-11-15 16:59:21
5,Great Experience Funny People Enjoying Time.,2024-11-15 16:59:14
1,"I received a community guidelines violation. They said I violated the terms by having a minor in the video and having a firearm in the video. The video was of me, a 27 year old adult, shooting blanks out of an airgun that is meant for ages 10 and up. There are other videos on the platform of airguns, but my video was removed.",2024-11-15 16:56:22
1,It's good,2024-11-15 16:55:06
4,My first app to Go live online and it fun,2024-11-15 16:55:05
5,Nice app,2024-11-15 16:52:28
5,Good,2024-11-15 16:52:19
5,Is fun and interesting.,2024-11-15 16:51:44
5,Good,2024-11-15 16:51:38
1,Rajkumar Rajkumar,2024-11-15 16:51:14
1,pagal these app,2024-11-15 16:51:13
5,Olo da patha,2024-11-15 16:49:19
2,Umar,2024-11-15 16:48:33
5,Damn it's good,2024-11-15 16:48:13
5,please Help me,2024-11-15 16:43:06
1,Bad software many glitch especially language and translation. Allow people to post bad content violate religion or some countries behaviour but they will warn you if you reply those people in comment. Unfair app and spread hate and racism,2024-11-15 16:41:08
2,some sort of thing is a bit better than I thought about 🤣 but I think 😅 is the same thing is a bit more than a bit more than I thought about 🤣 and my mum is the only y 😂 I thought 🧐 would like to be in a good mood for you and you have to be careful when you get a chance and I can do the same with you and you are the same as me it's not the only one you 😔 me 😭 I don't know why I thought you were going and my video 📷 and my mum said she,2024-11-15 16:39:31
5,Good,2024-11-15 16:38:40
4,very very nice,2024-11-15 16:37:21
2,Hello dear tiktok im account unfreez please😭@hamzakhanpti_804 please yar unfreez my account,2024-11-15 16:37:13
5,so bad,2024-11-15 16:35:02
5,Hi dear TikTok I'm a new using on TikTok application please check my new official Account... And viral all video on TikTok For you page,2024-11-15 16:31:11
1,i cant upload anymore,2024-11-15 16:31:06
5,Tik Tok is the best app,2024-11-15 16:30:19
5,Niazsarki,2024-11-15 16:29:56
5,Md Siam,2024-11-15 16:29:33
5,Nice Boitumelo 💖,2024-11-15 16:28:15
5,Nice,2024-11-15 16:28:08
1,"This app doesn't work on my phone. I don't know what I did wrong. To download it, resent data from similar device show that this app my stop working on your device. When I download it, it doesn't work.",2024-11-15 16:27:04
1,I was banned for something I didn't even do.. and was not even given a chance to to clear my name.,2024-11-15 16:26:40
5,শাহিন শাহিন1991,2024-11-15 16:26:33
5,TikTok problem. No starting,2024-11-15 16:25:00
5,Koi pat nahi,2024-11-15 16:23:59
5,Susma limbu07,2024-11-15 16:23:23
3,"I've enjoyed TikTok for many years, but this last month I've noticed it crashing quite a bit. To the point I have to force it to reset and having to login again! Even after uninstalling and reinstalling, it didn't fix anything. Now I can't even open the app. I don't know what else I could do to possibly fix it.",2024-11-15 16:23:15
5,Wow,2024-11-15 16:22:57
5,Idk,2024-11-15 16:20:42
2,"TT mutes posted live performances of rap and hip hop, but not rock, metal, or pop, with no way to appeal it to show they are wrong when it is clearly not a recorded version of the song smh",2024-11-15 16:18:52
4,Verification,2024-11-15 16:16:50
5,It is a best app,2024-11-15 16:16:48
2,This is the best app,2024-11-15 16:15:37
5,Wow tiktok is amazing,2024-11-15 16:13:41
3,After a period the app crashes and won't open. I have to reinstall again which is really annoying,2024-11-15 16:09:50
1,Pluz my TikTok account unfreez maaz Khan 0939 pluz unfreez my account,2024-11-15 16:09:44
5,I dear tiktok I'm a new using tiktok application check my new official account And viral my all videos,2024-11-15 16:09:08
5,Wasif khan,2024-11-15 16:06:34
5,নাইস,2024-11-15 16:05:54
5,Please viral my video 😃😃😃😃😃😃,2024-11-15 16:05:25
5,Exlance,2024-11-15 16:05:23
1,Itsn not good not beneficial time wasting,2024-11-15 16:04:55
5,Yousaf balooch ❤️,2024-11-15 16:04:40
5,Good,2024-11-15 16:04:03
5,"It very good , l love it ,it give more experienced",2024-11-15 16:03:10
5,It's nice,2024-11-15 16:02:16
5,Nice,2024-11-15 16:02:02
3,tha Best App,2024-11-15 16:01:59
5,This apps is very nice.,2024-11-15 16:01:14
5,Good,2024-11-15 16:01:14
5,This is a pagla gaharod😂😂🤣🤣,2024-11-15 16:00:06
5,"Good app love it,also thanks for unlockimg the live gaming feature.much love❤️❤️❤️❤️❤️❤️",2024-11-15 15:58:43
5,Nice,2024-11-15 15:58:22
5,"Grandma never let me play, take it's much more fun then than YouTube.",2024-11-15 15:57:41
5,Nice app,2024-11-15 15:57:18
5,MD Javed,2024-11-15 15:56:52
1,It keeps kicking me off the app usually runs great but this week has been kicking me off,2024-11-15 15:56:28
5,Nazuzl MLM,2024-11-15 15:53:48
1,I enjoy watching tik Tok but getting tired of receiving tik Toks and can't open them it says subscribe I'm already subscribed,2024-11-15 15:53:48
5,Like it,2024-11-15 15:53:33
1,Last update screwed everything up. Double tap leaves a giant heart on screen. Can't view comments on any post. Lame!,2024-11-15 15:53:06
5,Awesome,2024-11-15 15:52:51
4,It's the most viral app😇,2024-11-15 15:51:59
5,I love it,2024-11-15 15:51:09
2,Post,2024-11-15 15:50:53
5,please TikTok time please unfreeze me account @aliafzal754 please unfreeze,2024-11-15 15:50:41
5,Good app,2024-11-15 15:50:12
4,Super,2024-11-15 15:50:01
5,It is the very nice app,2024-11-15 15:49:54
5,Ringtone,2024-11-15 15:49:47
5,Daud,2024-11-15 15:49:38
5,Great,2024-11-15 15:49:03
5,Good,2024-11-15 15:48:36
5,All TikTok team unbanned my friend account m_afnanmargun please 🙏🙏🙏🙏🙏🙏🙏🙏,2024-11-15 15:47:30
4,Sawaid khan,2024-11-15 15:47:27
4,Nice app 🥰❤️🫶,2024-11-15 15:47:01
5,👍👍👍👍👍👍👍👍👍👍👍👍👍,2024-11-15 15:46:25
5,Giood,2024-11-15 15:46:07
5,Tiktop I really like you,2024-11-15 15:45:03
5,Good,2024-11-15 15:44:52
5,"I bought an Anya 588s and can't use TikTok lite. No network available, but my phone's network working.",2024-11-15 15:44:51
5,For you1M,2024-11-15 15:44:11
1,well deserves am really enjoying this app,2024-11-15 15:43:56
5,samiul,2024-11-15 15:42:38
1,Worst,2024-11-15 15:42:23
5,Good app,2024-11-15 15:41:38
1,Please my account is unban please I love you ❣️❣️,2024-11-15 15:41:17
5,l like tiktok.please viral my videos,2024-11-15 15:41:04
5,Cool beans 🤫🧏🗿🗿,2024-11-15 15:40:55
3,It's a good app It makes someone busy,2024-11-15 15:39:49
4,Very nice,2024-11-15 15:39:25
2,My friends Adnan account onband plllez,2024-11-15 15:38:04
4,Good at all,2024-11-15 15:36:13
5,Hello dear tic TOC team please my friend account unbanned 🙏🥺🥺 Karak king Afnan please unbanned 🙏😭,2024-11-15 15:35:50
5,অঁধদদঃফনঁঈটঁঅঃদথৌঅকখছধ ££&******##€,2024-11-15 15:34:48
5,Good,2024-11-15 15:29:23
5,Please 🥺🥺🙏🥺 karak king I'd unband please 🥺🥺🥺🙏🙏,2024-11-15 15:27:28
2,TikTok team please Afnan murgan account unbanned please 🥺,2024-11-15 15:26:01
5,Gi Lee of loefe,2024-11-15 15:25:06
5,Wow,2024-11-15 15:23:54
5,Best app of history ever,2024-11-15 15:23:50
5,Nice,2024-11-15 15:23:48
5,@muhammad gulli6 please 🥺 da tik ta ide me freeze da please 🥺 un freze ze ki please 10 k fallower,2024-11-15 15:22:34
5,Myunfreezaccount,2024-11-15 15:21:20
5,Dear tik tok team please unbaned karak king account,2024-11-15 15:20:43
5,It is agood app.,2024-11-15 15:19:19
5,lmamBux,2024-11-15 15:17:20
3,তিক্তক কোম্পানি আমার ফলোয়ার কমে যাচ্ছে কেন 😭😭😭,2024-11-15 15:15:51
5,So grateful,2024-11-15 15:15:19
5,From Yahoo,2024-11-15 15:15:05
5,Tiktok earning money,2024-11-15 15:13:02
5,it is a very lovely application,2024-11-15 15:11:32
5,Please tiktok team please unfrzze me account @salmanjagoala please unfrzze,2024-11-15 15:10:56
5,Good 👍,2024-11-15 15:10:14
5,This app not working on my I'd 🥺plz viral my I'd (waqas_ali_1083) trending my all videos this app is not good working 😔🙏🏻,2024-11-15 15:10:08
5,Wow very useful appp 😚😚,2024-11-15 15:06:36
5,Ok,2024-11-15 15:04:48
1,Alisddg,2024-11-15 15:03:59
3,The same way,2024-11-15 15:03:04
1,"request,,,,, please sports my TikTok Account and views prombel ha ,, hepl me my Account @kashmirihu04.",2024-11-15 15:01:44
5,Fantastic,2024-11-15 15:01:41
5,Excellent,2024-11-15 15:01:40
5,Tiktok walon mein aapke sath mafi chahta hun mere Van milian follower Van milian like complete Nahin hue puri kar do Mera Dil tik Tok break song lekin mere video for you furniture table 1 million like Van milian ful work kar do main aata Hoon ke samne jodta Hoon Mera friend hai like karta hai Javed is King uski like Dekho mere Van milian like kar do mere ID ka naam Muhammad Junaid 44 dusri ID ka naam Muhammad Junaid 299 iski bhi 1 milian Kar do Bhai mera din tik Tok dekhta hun lekin 😭😭😭🥺🥺🥺,2024-11-15 15:01:22
5,Dear team I requested you to. Please unbanned karak king account,2024-11-15 15:00:21
1,"I dont know what's wrong with tiktok but it keeps loading when I try to scroll, first I thought it was my wifi but then I tried it with my mobile data it still doesn't work, I also updated my tiktok it still doesn't work. It's frustrating me alot so please fix this issue",2024-11-15 14:59:31
1,Not interesting app or not earnings fake app,2024-11-15 14:51:59
5,Plazz 10000k Likes🫶🫶🫶🫶🫶🫶🫶,2024-11-15 14:51:45
5,Fantastic TIK Tok,2024-11-15 14:50:59
4,Nice bro,2024-11-15 14:50:54
3,I KID YOU NOT TIKTOK FIX YOUR APP DAWG I CANT REPOST OR FOLLOW PEOPLE IVE ALREADY CLEARED A CACHE PLEASE FIX IT!!! 😭😭😭,2024-11-15 14:49:51
5,This app is very good 👍😊,2024-11-15 14:49:00
5,thank you for you please ...,2024-11-15 14:48:58
1,This app is not working in my phone for some reason I don't know why😔,2024-11-15 14:48:50
5,🥀,2024-11-15 14:47:28
5,Sudiaskhan 22,2024-11-15 14:47:13
5,foryou,2024-11-15 14:46:22
1,The app doesn't open and is difficult to use.,2024-11-15 14:45:09
5,"Hi, TikTok team I have been working on TikTok to get for you when I share the video it gets fewer views so, i sad about that 😢 my account is unfreeze. Kindly to you that 🙏 unfreeze my account and carrying my account to foryou. Thanks 😊.",2024-11-15 14:45:07
5,Its good,2024-11-15 14:44:07
5,Mix,2024-11-15 14:42:08
1,Nice tik tok,2024-11-15 14:41:58
5,😭🙏Please my like to 5k please😭 🥺🙏,2024-11-15 14:41:07
5,খোকা,2024-11-15 14:40:42
5,ALIKHAN,2024-11-15 14:40:34
1,dear tik tok karak king account for the unbanned please,2024-11-15 14:38:39
5,nice,2024-11-15 14:35:24
5,"Tiktok team my videos don't have views kindly Unfreeze my account, my tiktok account is m.azi1430 //please unfreeze my tiktok account please🙏🙏🙏🙏",2024-11-15 14:34:57
5,Ishaq,2024-11-15 14:31:31
4,Good app,2024-11-15 14:31:12
5,I m new but beautiful,2024-11-15 14:29:59
4,"It's a good app for injoy, fun best performance videos, short movies, songs etc tiktok is the best app",2024-11-15 14:28:03
5,Nice one,2024-11-15 14:27:57
4,Great One.,2024-11-15 14:27:56
5,Maxamed,2024-11-15 14:26:58
5,Good,2024-11-15 14:25:47
2,Pleas TikTok team karak king ka I'd anband kar do plaes plaes,2024-11-15 14:24:48
5,Good app Hello Tik Tok Team I have been working hard on Tik Tok for quite some time and have been posting very good videos. Please check my account and unfreeze thanks Tiktok Username (......... ) my gmail (..........),2024-11-15 14:24:09
2,Please give me the app,2024-11-15 14:22:14
5,Ahhhha 😂,2024-11-15 14:21:46
3,"It's good, but now how many hours I can't open. I did restart my mobile also, its also updated my tiktok but still can't open. It's 2x happened now.",2024-11-15 14:21:38
5,This app is osm,2024-11-15 14:20:39
3,The bad thing is that you can not search for effects,2024-11-15 14:18:50
2,Md Rahad,2024-11-15 14:18:48
1,I can't repost,2024-11-15 14:18:11
2,Nice,2024-11-15 14:18:04
2,Plz unbund my big faraind karaking plz UNband plz🙏😭😭😭😭😭,2024-11-15 14:17:15
5,Nice videos,2024-11-15 14:16:35
5,😯Please one video viral zahoor Khan OKz 💔🫵😭5000 like 🫣,2024-11-15 14:15:29
4,Wow yes,2024-11-15 14:15:25
5,nic,2024-11-15 14:15:22
5,"Bring back TikTok emojis, they're not working for me",2024-11-15 14:14:39
5,Hello tiktok unfreeze my account viral my video please 🥺🥺 tiktok beta on please My account foryou option 🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺 Please,2024-11-15 14:14:02
5,It's the best,2024-11-15 14:12:37
5,Good,2024-11-15 14:11:54
5,Outstanding app Very good morning very good morning all video all systems good 👍,2024-11-15 14:11:34
5,It is superb,2024-11-15 14:10:58
5,Nice,2024-11-15 14:08:45
3,Veari vaeri nic,2024-11-15 14:05:36
5,ভালো,2024-11-15 14:03:42
5,My Account Viral,2024-11-15 14:03:26
5,good,2024-11-15 14:03:08
5,TikTok please unfreeze my account 😭🙏 Please unfreeze my account 🥺 @bilal......80,2024-11-15 14:02:31
5,Sohailkhan,2024-11-15 14:01:42
5,It's just good for everyone,2024-11-15 14:00:16
5,1908abcd,2024-11-15 13:59:49
5,It's a great appp gourgcess,2024-11-15 13:59:45
5,excellent😊🤗🤗,2024-11-15 13:58:09
1,"Need High Quality option in my account Hello tiktoke team i made 4k quality contrnt very hardly, and in tiktoke i dont have high quality upload option in my account, my account name is @Dreamyasmr10 , please provide me this option as soon as possible thanks!",2024-11-15 13:57:56
5,Excellent,2024-11-15 13:57:42
5,🦋⃟‌⃟ ͥ ͣ ͫ 𝕯𝖆𝖗𝖐 🇸͚🇦͚🇶͚🇮͚ 🖤࿐,2024-11-15 13:56:38
5,Sopi,2024-11-15 13:56:20
5,Nice videos 😌 👍,2024-11-15 13:55:28
4,"Pretty darn good app. Love the idea of being able to connect with other people to get information on Odifferent subjects with different views!!! Awesome creators out there for sure. Only issue is with the new updated is the constant freezing and buffering. Never Tran issue before now it's a big one. Does it both off and on WiFi so yeah Pretty sure an app issue. Please fix this it's not just me I have asked other and they're Maving the same issue as well!!! Other than that excellent app 33,685 ??",2024-11-15 13:54:53
1,Update today has caused the comments not to appear properly and it locking the app from continuing to show more videos. Only way to get new videos is to refresh the first video. Can't like it save videos either as the comments box is slightly open.,2024-11-15 13:54:49
5,حگےھخدددفففگگھججییءےےتتٹثثثححح ھءھججککگےء,2024-11-15 13:53:09
5,🤟☝️😈😎,2024-11-15 13:53:09
1,Plezzzz karak king I'd unbanned karo plezzzzzzzzzzz,2024-11-15 13:53:07
2,Good app,2024-11-15 13:52:28
5,Idk anyone who doesn't have this app Il,2024-11-15 13:52:15
5,TikTok is very good,2024-11-15 13:51:34
1,Aap Logon Ne Achcha nahin kiya Mere account per warning bhej ke main Afsos hota hai apne warning Jab phone per dekhte hain Aisa Na Karo planning Hata lo @ Kashifmahark please warning Hata lo,2024-11-15 13:47:26
5,Apkbuddy Imran. Ali,2024-11-15 13:47:16
1,"I like the tik-tok application a lot, but I don't like who administers the application, They are very unqualified and delete tik-toks where you say a simple good morning, or something insignificant, instead I get insulting comments and they are not banned",2024-11-15 13:44:31
5,Please Dear TikTok team Unfrized my friend TikTok account Please 😥😥😥🥺🥺🥺 @farooqsial33 Please love you 😘 Miss you 👑Fورq👑,2024-11-15 13:43:50
5,Rigzibdxis,2024-11-15 13:43:36
5,Nice 👍 all one,2024-11-15 13:43:25
5,مننه,2024-11-15 13:42:57
1,md Roman,2024-11-15 13:42:43
2,It is not betar bat im b,2024-11-15 13:40:43
5,Best app of world,2024-11-15 13:40:33
1,Please tiktok team unfreez my account my account freezed please unfreez my account @dhothar47 please request,2024-11-15 13:40:27
5,Good,2024-11-15 13:39:36
2,I lost my tik tok id pleas help me to found my id,2024-11-15 13:37:51
5,Please dream TikTok teem Please mi friend account undennd please 😔,2024-11-15 13:37:36
1,It is okey,2024-11-15 13:37:33
1,I don't even have an account with you yet some how your still trying to charge me....,2024-11-15 13:36:31
5,Dear TikTok team please 10k like my account id Broken 💔,2024-11-15 13:35:53
5,"It's a good intertaning app we could connect people around the wold and knows about different cultures and there values through tiktok.its nice simply,",2024-11-15 13:35:43
3,TikTok team unfreez my account please 60k followers and likes 20k my account please live option open,2024-11-15 13:34:16
5,So,2024-11-15 13:33:59
5,For you pages live on the video 📷 viral snap followers to get the same,2024-11-15 13:32:35
5,nice 😊,2024-11-15 13:29:27
5,I love you TikTok,2024-11-15 13:27:54
5,❤️,2024-11-15 13:24:53
5,🌹🌹🌹🌹🌹🌹,2024-11-15 13:23:59
4,My happy mod,2024-11-15 13:23:36
5,i love it,2024-11-15 13:21:16
5,Nice,2024-11-15 13:19:00
1,Bad,2024-11-15 13:18:57
5,Please dear TikTok team unbanned 👑 KARK KING 👑 account please 😥😓 please 🥺,2024-11-15 13:18:06
1,This is bad tiktok cause when I update many option removed,2024-11-15 13:15:15
1,Remove streaks.,2024-11-15 13:14:06
3,I upload my video but it not ho to the for you,2024-11-15 13:13:39
4,"Ima say that this is a for (bad spelling) because, this app is STUNING in manny ways! But, there are some disavanages ya know?? Manny people tell ur opinion, but I hope this respnse helps you understand some of the infomasion ya need! Love u evryone, have a fandastic day/night and............. MARRY CHRISMUS!!!! c:",2024-11-15 13:13:29
5,سددگعسلتدتے,2024-11-15 13:13:16
3,Plzz 😭 sir 1 id benned me plzz @tanhalofar04 plzz 🙏🙏🙄🙄,2024-11-15 13:11:54
5,Good,2024-11-15 13:11:22
5,Umarkhan,2024-11-15 13:11:05
5,very bad TikTok,2024-11-15 13:10:56
2,My friend account unbanned please 🥲🥲🥲karak king,2024-11-15 13:09:40
5,TikTok is entertainment application.,2024-11-15 13:09:27
5,It's really great ♥️,2024-11-15 13:09:19
5,It's nice app i have never seen it.,2024-11-15 13:07:01
3,Please ouer tiktok star karak king account do it unbanned please,2024-11-15 13:04:39
5,Tiktok a very good app that is helping financially so I recommend tiktok for you,2024-11-15 13:03:49
5,Sk🥰Sime🥰,2024-11-15 13:02:59
2,This is slowly download,2024-11-15 13:02:40
5,Hi tiktok. l am new user,2024-11-15 13:01:07
5,Ehtasham Ali Tanda Pakistan,2024-11-15 12:59:08
1,𝐏𝐥𝐞𝐚𝐬𝐞 𝐭𝐢𝐤𝐭𝐢𝐨𝐤 𝐭𝐞𝐚𝐦 𝐦𝐲 𝐚𝐜𝐜𝐨𝐮𝐧𝐭 𝐯𝐢𝐫𝐚𝐥 𝐦𝐞 𝐩𝐥𝐞𝐚𝐬𝐞 𝐯𝐢𝐫𝐚𝐥,2024-11-15 12:57:37
1,For you video and followers mujhe bhi gifts kardo please 😭😭😭🙏🙏🙏,2024-11-15 12:57:18
5,Gih,2024-11-15 12:57:17
1,This is a very useful app.I am love this app.Apps all useful but tik tok is great app.busy time watch this app and enjoy.😎😎,2024-11-15 12:55:48
5,"Dear TikTok Support Team, I am writing to request a review of the freezing of my TikTok account and to kindly appeal for its reinstatement. TikTok has been an important platform for me to express my creativity, share meaningful content, and engage with a diverse and vibrant community. I have always aimed to follow TikTok’s Community Guidelines and ensure that my activities remain positive and compliant.Thank you for taking the time to address my appeal.",2024-11-15 12:55:35
5,Kilgjaan,2024-11-15 12:55:33
5,Nicht app,2024-11-15 12:54:26
5,Good app,2024-11-15 12:53:51
5,My old account back please,2024-11-15 12:53:26
5,Aosome,2024-11-15 12:52:58
5,Nice👍👏👍👏,2024-11-15 12:52:03
5,Please TikTok team karak king afnanmargun account unbanned 🥲,2024-11-15 12:50:40
5,Tik Tok is very good ❤️❤️❤️❤️👍👍,2024-11-15 12:49:47
5,I have 712 followers and 2993 likes in TikTok..... I love it 💝,2024-11-15 12:49:32
5,Good app,2024-11-15 12:49:02
5,the best app ever 🥰,2024-11-15 12:48:42
5,Good app for entertainment,2024-11-15 12:46:33
4,Beautiful,2024-11-15 12:44:22
5,Wonderful experience but later my video camera disappeared and I couldn't tell why .,2024-11-15 12:43:50
5,Helping,2024-11-15 12:43:49
1,Why tik tok live is not available in Bangladesh?,2024-11-15 12:41:42
1,Pathetic,2024-11-15 12:40:32
3,Please dream TikTok team my friend karak king unbanned plzzzzzzz My friend karak king account 🙏🙏😭😭 Plzzzzzzz karak king unbanned plzzzzzzz AFNANMURGUN plzzzz,2024-11-15 12:39:02
5,The app is great,2024-11-15 12:38:37
5,good,2024-11-15 12:38:10
5,Good app nice,2024-11-15 12:37:58
2,KARAK KING account unbanned request plz..😭😭😭😭,2024-11-15 12:37:56
1,"Doesnt take me to the meme, useless.",2024-11-15 12:37:46
5,My choice is video watch to uranning,2024-11-15 12:37:22
5,TikTok plzzz give live option in Pakistan plzzz TikTok 🥺🥺,2024-11-15 12:36:14
5,Beautiful,2024-11-15 12:35:24
